,co2_mean,ch4_mean,co2_mean_fit,ch4_mean_fit
176,354.08,1727.95,367.88543701171875,453.8105773925781
177,355.18,1728.59,368.1709899902344,451.3259582519531
178,355.97,1733.77,368.26904296875,452.0129699707031
177,355.18,1728.59,367.8855285644531,453.8106994628906
178,355.97,1733.77,368.1710510253906,451.3260803222656
179,356.78,1737.53,368.2691345214844,452.0130920410156
178,355.97,1733.77,367.88568115234375,453.8108825683594
179,356.78,1737.53,368.1712341308594,451.3262634277344
180,357.25,1734.68,368.269287109375,452.0133361816406
179,356.78,1737.53,367.8858642578125,453.8111877441406
180,357.25,1734.68,368.1714172363281,451.3265380859375
181,356.4,1722.25,368.26947021484375,452.0135803222656
180,357.25,1734.68,367.8860168457031,453.8113708496094
181,356.4,1722.25,368.1716003417969,451.3267517089844
182,354.6,1712.69,368.2696533203125,452.0137634277344
181,356.4,1722.25,367.88604736328125,453.8114013671875
182,354.6,1712.69,368.1716003417969,451.3267822265625
183,352.51,1718.09,368.2696533203125,452.0137939453125
182,354.6,1712.69,367.88568115234375,453.8109436035156
183,352.51,1718.09,368.1712341308594,451.3263244628906
184,351.28,1733.82,368.269287109375,452.0133361816406
183,352.51,1718.09,367.88525390625,453.8104553222656
184,351.28,1733.82,368.1708068847656,451.3257751464844
185,351.6,1736.93,368.26885986328125,452.0127868652344
184,351.28,1733.82,367.8851318359375,453.8101501464844
185,351.6,1736.93,368.1706848144531,451.3255920410156
186,353.18,1741.56,368.26873779296875,452.0125732421875
185,351.6,1736.93,367.88531494140625,453.8103942871094
186,353.18,1741.56,368.17083740234375,451.3257751464844
187,354.74,1749.56,368.2689208984375,452.0127868652344
186,353.18,1741.56,367.8853759765625,453.8105163574219
187,354.74,1749.56,368.1709289550781,451.3258972167969
188,355.32,1734.87,368.26898193359375,452.0129699707031
187,354.74,1749.56,367.88568115234375,453.8108825683594
188,355.32,1734.87,368.1712341308594,451.3262939453125
189,356.19,1731.14,368.269287109375,452.0133056640625
188,355.32,1734.87,367.88604736328125,453.8113708496094
189,356.19,1731.14,368.17156982421875,451.3266906738281
190,357.64,1746.49,368.2696533203125,452.0137634277344
189,356.19,1731.14,367.8858642578125,453.81109619140625
190,357.64,1746.49,368.1713562011719,451.3264465332031
191,358.78,1749.58,368.2694091796875,452.01348876953125
190,357.64,1746.49,367.8858337402344,453.8111267089844
191,358.78,1749.58,368.17138671875,451.3265075683594
192,359.44,1747.44,368.2694091796875,452.0135498046875
191,358.78,1749.58,367.88629150390625,453.8117370605469
192,359.44,1747.44,368.1718444824219,451.3271179199219
193,358.38,1739.94,368.2698974609375,452.01416015625
192,359.44,1747.44,367.88653564453125,453.8119812011719
193,358.38,1739.94,368.17205810546875,451.3273620605469
194,355.96,1730.92,368.2701110839844,452.0144348144531
193,358.38,1739.94,367.88653564453125,453.8120422363281
194,355.96,1730.92,368.1720886230469,451.327392578125
195,353.92,1722.12,368.2701416015625,452.0144348144531
194,355.96,1730.92,367.88629150390625,453.8116760253906
195,353.92,1722.12,368.1718444824219,451.32708740234375
196,352.52,1734.56,368.2698974609375,452.01409912109375
195,353.92,1722.12,367.8858337402344,453.8111267089844
196,352.52,1734.56,368.1713562011719,451.32647705078125
197,352.62,1751.76,368.2694091796875,452.0135192871094
196,352.52,1734.56,367.8854064941406,453.8105163574219
197,352.62,1751.76,368.1709289550781,451.3258972167969
198,354.1,1750.4,368.26898193359375,452.0129089355469
197,352.62,1751.76,367.885498046875,453.8106384277344
198,354.1,1750.4,368.1710510253906,451.3260192871094
199,355.54,1752.36,368.26910400390625,452.0130310058594
198,354.1,1750.4,367.88580322265625,453.8110656738281
199,355.54,1752.36,368.1713562011719,451.3264465332031
200,356.74,1755.64,368.2694091796875,452.0134582519531
199,355.54,1752.36,367.885986328125,453.811279296875
200,356.74,1755.64,368.1715087890625,451.3266906738281
201,357.39,1750.16,368.26959228515625,452.0137023925781
200,356.74,1755.64,367.88616943359375,453.8115539550781
201,357.39,1750.16,368.1717224121094,451.326904296875
202,358.23,1752.33,368.269775390625,452.0139465332031
201,357.39,1750.16,367.8863525390625,453.81182861328125
202,358.23,1752.33,368.1719055175781,451.3271789550781
203,359.28,1753.26,368.2699890136719,452.01422119140625
202,358.23,1752.33,367.8863525390625,453.8117980957031
203,359.28,1753.26,368.1719055175781,451.3271179199219
204,360.05,1744.68,368.26995849609375,452.0141906738281
203,359.28,1753.26,367.8865051269531,453.8119812011719
204,360.05,1744.68,368.1720275878906,451.32733154296875
205,359.59,1743.27,368.27008056640625,452.0143737792969
204,360.05,1744.68,367.8866271972656,453.8121643066406
205,359.59,1743.27,368.1721496582031,451.3275146484375
206,357.27,1736.28,368.270263671875,452.0145568847656
205,359.59,1743.27,367.8865661621094,453.8120422363281
206,357.27,1736.28,368.1721496582031,451.3274230957031
207,355.13,1725.83,368.2701721191406,452.01446533203125
206,357.27,1736.28,367.8865051269531,453.8119812011719
207,355.13,1725.83,368.1720275878906,451.3273010253906
208,353.79,1729.8,368.27008056640625,452.0143737792969
207,355.13,1725.83,367.8861083984375,453.8114318847656
208,353.79,1729.8,368.171630859375,451.3267822265625
209,353.66,1740.79,368.2696838378906,452.0138244628906
208,353.79,1729.8,367.8856201171875,453.8108215332031
209,353.66,1740.79,368.1711730957031,451.3262023925781
210,354.73,1755.43,368.26922607421875,452.0132141113281
209,353.66,1740.79,367.8855285644531,453.8106994628906
210,354.73,1755.43,368.17108154296875,451.3260803222656
211,356.08,1758.31,368.26910400390625,452.0130920410156
210,354.73,1755.43,367.8857421875,453.81097412109375
211,356.08,1758.31,368.1712646484375,451.32635498046875
212,356.92,1747.88,368.26934814453125,452.0133361816406
211,356.08,1758.31,367.88616943359375,453.8114929199219
212,356.92,1747.88,368.1716613769531,451.3268737792969
213,357.51,1745.8,368.2697448730469,452.013916015625
212,356.92,1747.88,367.8863525390625,453.8117980957031
213,357.51,1745.8,368.171875,451.3271484375
214,358.36,1747.9,368.26995849609375,452.0141906738281
213,357.51,1745.8,367.88623046875,453.8116760253906
214,358.36,1747.9,368.1718444824219,451.3270568847656
215,359.67,1746.74,368.26983642578125,452.0140686035156
214,358.36,1747.9,367.8862609863281,453.81170654296875
215,359.67,1746.74,368.1718444824219,451.32708740234375
216,360.59,1749.71,368.2698974609375,452.0141296386719
215,359.67,1746.74,367.8864440917969,453.8119201660156
216,360.59,1749.71,368.1719665527344,451.3272399902344
217,359.8,1745.53,368.27001953125,452.0142822265625
216,360.59,1749.71,367.8865661621094,453.81207275390625
217,359.8,1745.53,368.1720886230469,451.3274230957031
218,357.86,1731.91,368.2701416015625,452.0144348144531
217,359.8,1745.53,367.88671875,453.8122863769531
218,357.86,1731.91,368.1722717285156,451.3276062011719
219,355.65,1732.1,368.27032470703125,452.0146789550781
218,357.86,1731.91,367.8865661621094,453.8120422363281
219,355.65,1732.1,368.1720886230469,451.3274230957031
220,353.95,1744.48,368.2701416015625,452.01446533203125
219,355.65,1732.1,367.8861083984375,453.8114318847656
220,353.95,1744.48,368.1716003417969,451.3267517089844
221,354.31,1760.23,368.2696838378906,452.0138244628906
220,353.95,1744.48,367.88580322265625,453.8110656738281
221,354.31,1760.23,368.1713562011719,451.3264465332031
222,355.52,1768.14,368.2694091796875,452.01348876953125
221,354.31,1760.23,367.8858337402344,453.8111267089844
222,355.52,1768.14,368.1714172363281,451.3265075683594
223,357.02,1763.5,368.2694091796875,452.0135192871094
222,355.52,1768.14,367.88616943359375,453.8116149902344
223,357.02,1763.5,368.1717529296875,451.3269348144531
224,358.41,1759.92,368.269775390625,452.0139465332031
223,357.02,1763.5,367.886474609375,453.8119201660156
224,358.41,1759.92,368.1719970703125,451.3273010253906
225,358.99,1752.22,368.27008056640625,452.0143127441406
224,358.41,1759.92,367.88653564453125,453.81207275390625
225,358.99,1752.22,368.1720886230469,451.3274230957031
226,359.82,1754.6,368.2701721191406,452.0144348144531
225,358.99,1752.22,367.88665771484375,453.8122253417969
226,359.82,1754.6,368.1722106933594,451.3275451660156
227,361.17,1763.79,368.270263671875,452.0145568847656
226,359.82,1754.6,367.8865966796875,453.8121032714844
227,361.17,1763.79,368.1721496582031,451.3274841308594
228,361.86,1755.26,368.2701721191406,452.01446533203125
227,361.17,1763.79,367.88671875,453.8122863769531
228,361.86,1755.26,368.1722717285156,451.3276062011719
229,360.97,1746.61,368.27032470703125,452.0146789550781
228,361.86,1755.26,367.88702392578125,453.8127136230469
229,360.97,1746.61,368.1725769042969,451.3279724121094
230,359.06,1737.41,368.2705993652344,452.0150451660156
229,360.97,1746.61,367.886962890625,453.8125305175781
230,359.06,1737.41,368.1724853515625,451.3279113769531
231,357.07,1734.08,368.27056884765625,452.0149841308594
230,359.06,1737.41,367.8866882324219,453.812255859375
231,357.07,1734.08,368.1722717285156,451.3276062011719
232,355.45,1757.16,368.27032470703125,452.0146484375
231,357.07,1734.08,367.88629150390625,453.8117370605469
232,355.45,1757.16,368.171875,451.3271179199219
233,355.68,1778.63,368.2698974609375,452.0141296386719
232,355.45,1757.16,367.885986328125,453.8113708496094
233,355.68,1778.63,368.17156982421875,451.32672119140625
234,357.61,1781.25,368.26959228515625,452.0137634277344
233,355.68,1778.63,367.88623046875,453.8116760253906
234,357.61,1781.25,368.1717834472656,451.3269958496094
235,359.67,1779.28,368.26983642578125,452.0140686035156
234,357.61,1781.25,367.88665771484375,453.8122253417969
235,359.67,1779.28,368.1722106933594,451.3275451660156
236,360.35,1764.57,368.270263671875,452.0146179199219
235,359.67,1779.28,367.8869323730469,453.81256103515625
236,360.35,1764.57,368.1724548339844,451.3279113769531
237,360.74,1757.22,368.27056884765625,452.01495361328125
236,360.35,1764.57,367.8870849609375,453.8127746582031
237,360.74,1757.22,368.1726989746094,451.3280944824219
238,361.96,1764.77,368.2707214355469,452.0151672363281
237,360.74,1757.22,367.8869323730469,453.8125305175781
238,361.96,1764.77,368.1725158691406,451.3279113769531
239,363.07,1762.94,368.2705078125,452.01495361328125
238,361.96,1764.77,367.8868103027344,453.8124694824219
239,363.07,1762.94,368.1723937988281,451.3277893066406
240,363.77,1762.32,368.27044677734375,452.0148620605469
239,363.07,1762.94,367.88714599609375,453.8127746582031
240,363.77,1762.32,368.1726379394531,451.3281555175781
241,363.42,1759.17,368.2707214355469,452.01519775390625
240,363.77,1762.32,367.88720703125,453.8128967285156
241,363.42,1759.17,368.1727600097656,451.3282165527344
242,361.5,1749.36,368.2707824707031,452.0152893066406
241,363.42,1759.17,367.88720703125,453.8129577636719
242,361.5,1749.36,368.1728210449219,451.32830810546875
243,359.31,1751.27,368.2708435058594,452.0153503417969
242,361.5,1749.36,367.88714599609375,453.8128356933594
243,359.31,1751.27,368.1726989746094,451.3282165527344
244,358.18,1761.45,368.2707824707031,452.0152587890625
243,359.31,1751.27,367.88677978515625,453.8123779296875
244,358.18,1761.45,368.17236328125,451.3277282714844
245,358.23,1768.92,368.2703857421875,452.0148010253906
244,358.18,1761.45,367.8865966796875,453.8121032714844
245,358.23,1768.92,368.1721496582031,451.3274841308594
246,359.59,1768.42,368.27020263671875,452.0144958496094
245,358.23,1768.92,367.88665771484375,453.8121643066406
246,359.59,1768.42,368.1722106933594,451.3275451660156
247,361.15,1772.89,368.270263671875,452.01458740234375
246,359.59,1768.42,367.88677978515625,453.8123779296875
247,361.15,1772.89,368.1723327636719,451.3277282714844
248,362.23,1771.35,368.2703857421875,452.0147399902344
247,361.15,1772.89,367.8869323730469,453.8125305175781
248,362.23,1771.35,368.1724853515625,451.3279113769531
249,363.34,1770.58,368.2705078125,452.0149230957031
248,362.23,1771.35,367.88714599609375,453.8128356933594
249,363.34,1770.58,368.1726989746094,451.3281555175781
250,364.31,1769.83,368.270751953125,452.0152282714844
249,363.34,1770.58,367.8872375488281,453.8129577636719
250,364.31,1769.83,368.17279052734375,451.3282775878906
251,364.94,1759.09,368.2708435058594,452.0153503417969
250,364.31,1769.83,367.8873291015625,453.8130798339844
251,364.94,1759.09,368.1728820800781,451.32843017578125
252,365.49,1755.14,368.27093505859375,452.0154724121094
251,364.94,1759.09,367.8874206542969,453.8132019042969
252,365.49,1755.14,368.1730041503906,451.3285217285156
253,365.26,1753.72,368.2710266113281,452.0155944824219
252,365.49,1755.14,367.8873291015625,453.8130187988281
253,365.26,1753.72,368.1728820800781,451.3283996582031
254,363.66,1747.17,368.27093505859375,452.0154113769531
253,365.26,1753.72,367.8873291015625,453.8130187988281
254,363.66,1747.17,368.1728820800781,451.3283996582031
255,361.27,1745.69,368.27093505859375,452.0154113769531
254,363.66,1747.17,367.8872375488281,453.8129577636719
255,361.27,1745.69,368.1728210449219,451.3283386230469
256,359.43,1767.13,368.2708740234375,452.015380859375
255,361.27,1745.69,367.886962890625,453.8126220703125
256,359.43,1767.13,368.1725769042969,451.3279724121094
257,359.52,1774.68,368.2706298828125,452.0150146484375
256,359.43,1767.13,367.88671875,453.8122863769531
257,359.52,1774.68,368.1722717285156,451.3276062011719
258,361.06,1770.04,368.27032470703125,452.0146789550781
257,359.52,1774.68,367.88690185546875,453.8124694824219
258,361.06,1770.04,368.17242431640625,451.32781982421875
259,362.16,1773.01,368.2705078125,452.0148620605469
258,361.06,1770.04,367.8870544433594,453.81268310546875
259,362.16,1773.01,368.1725769042969,451.3280334472656
260,363.21,1769.98,368.2706298828125,452.0150451660156
259,362.16,1773.01,367.8871154785156,453.8127746582031
260,363.21,1769.98,368.1726379394531,451.328125
261,364.04,1768.77,368.27069091796875,452.0151672363281
260,363.21,1769.98,367.88720703125,453.8129577636719
261,364.04,1768.77,368.1728210449219,451.3282775878906
262,365.06,1775.55,368.2708740234375,452.0154113769531
261,364.04,1768.77,367.88726806640625,453.81304931640625
262,365.06,1775.55,368.1728515625,451.3283996582031
263,366.71,1780.62,368.27093505859375,452.0154113769531
262,365.06,1775.55,367.8874206542969,453.81317138671875
263,366.71,1780.62,368.1729431152344,451.3285217285156
264,366.82,1776.72,368.27099609375,452.0155334472656
263,366.71,1780.62,367.8876037597656,453.81341552734375
264,366.82,1776.72,368.1731262207031,451.3287353515625
265,365.64,1768.18,368.2712097167969,452.01580810546875
264,366.82,1776.72,367.8878173828125,453.813720703125
265,365.64,1768.18,368.1733703613281,451.3290710449219
266,364.24,1751.51,368.2714538574219,452.01611328125
265,365.64,1768.18,367.8945007324219,453.82244873046875
266,364.24,1751.51,368.1800842285156,451.3376770019531
267,362.3,1750.42,368.27813720703125,452.0248718261719
266,364.24,1751.51,367.89453125,453.8224792480469
267,362.3,1750.42,368.18011474609375,451.33770751953125
268,360.64,1775.65,368.2781677246094,452.0249328613281
267,362.3,1750.42,367.8945617675781,453.8224792480469
268,360.64,1775.65,368.1800842285156,451.33770751953125
269,360.85,1784.9,368.2781677246094,452.02490234375
268,360.64,1775.65,367.8945617675781,453.8224792480469
269,360.85,1784.9,368.1800842285156,451.3376770019531
270,362.67,1784.15,368.2781677246094,452.0248718261719
269,360.85,1784.9,367.8945617675781,453.8224792480469
270,362.67,1784.15,368.1800842285156,451.3377380371094
271,364.3,1783.2,368.2781677246094,452.0249328613281
270,362.67,1784.15,367.8945617675781,453.8225402832031
271,364.3,1783.2,368.18011474609375,451.3377380371094
272,365.41,1772.28,368.2781982421875,452.0249328613281
271,364.3,1783.2,367.89459228515625,453.8225402832031
272,365.41,1772.28,368.1801452636719,451.3377380371094
273,366.2,1766.23,368.2781982421875,452.0249328613281
272,365.41,1772.28,367.89459228515625,453.8225402832031
273,366.2,1766.23,368.1801452636719,451.3377380371094
274,367.27,1774.56,368.2781982421875,452.0249328613281
273,366.2,1766.23,367.89459228515625,453.8225402832031
274,367.27,1774.56,368.1801452636719,451.3377380371094
275,368.81,1780.38,368.2781982421875,452.0249328613281
274,367.27,1774.56,367.89459228515625,453.8225402832031
275,368.81,1780.38,368.1801452636719,451.3377380371094
276,369.56,1781.3,368.2781982421875,452.0249328613281
275,368.81,1780.38,367.89459228515625,453.8225402832031
276,369.56,1781.3,368.1801452636719,451.3377380371094
277,369.14,1779.04,368.2781982421875,452.0249328613281
276,369.56,1781.3,367.89459228515625,453.8225402832031
277,369.14,1779.04,368.1801452636719,451.3377685546875
278,367.89,1762.52,368.2781982421875,452.02496337890625
277,369.14,1779.04,367.89459228515625,453.8225402832031
278,367.89,1762.52,368.1801452636719,451.3377685546875
279,365.89,1757.31,368.2781982421875,452.02496337890625
278,367.89,1762.52,367.89459228515625,453.8225402832031
279,365.89,1757.31,368.1801452636719,451.3377380371094
280,364.29,1771.11,368.2781982421875,452.0249328613281
279,365.89,1757.31,367.89459228515625,453.8225402832031
280,364.29,1771.11,368.1801452636719,451.3377380371094
281,364.29,1787.42,368.2781982421875,452.0249328613281
280,364.29,1771.11,367.8945617675781,453.8225402832031
281,364.29,1787.42,368.1801452636719,451.3377380371094
282,365.76,1798.47,368.2781982421875,452.0249328613281
281,364.29,1787.42,367.89459228515625,453.8225402832031
282,365.76,1798.47,368.1801452636719,451.3377380371094
283,367.68,1802.99,368.2781982421875,452.0249328613281
282,365.76,1798.47,367.89459228515625,453.8225402832031
283,367.68,1802.99,368.1801452636719,451.3377380371094
284,368.52,1796.38,368.2781982421875,452.0249328613281
283,367.68,1802.99,367.89459228515625,453.82257080078125
284,368.52,1796.38,368.1801452636719,451.3377380371094
285,368.79,1784.86,368.2781982421875,452.02496337890625
284,368.52,1796.38,367.89459228515625,453.82257080078125
285,368.79,1784.86,368.1801452636719,451.3377990722656
286,369.92,1788.09,368.2781982421875,452.02496337890625
285,368.79,1784.86,367.89459228515625,453.82257080078125
286,369.92,1788.09,368.1801452636719,451.3377685546875
287,371.06,1788.4,368.2781982421875,452.02496337890625
286,369.92,1788.09,367.89459228515625,453.8226013183594
287,371.06,1788.4,368.1801452636719,451.3377990722656
288,371.07,1773.35,368.2781982421875,452.02496337890625
287,371.06,1788.4,367.89459228515625,453.8225402832031
288,371.07,1773.35,368.1801452636719,451.3377990722656
289,370.59,1771.13,368.2781982421875,452.02496337890625
288,371.07,1773.35,367.89459228515625,453.82257080078125
289,370.59,1771.13,368.1801452636719,451.3377685546875
290,369.31,1766.99,368.2782287597656,452.02496337890625
289,370.59,1771.13,367.89459228515625,453.8225402832031
290,369.31,1766.99,368.1801452636719,451.3377685546875
291,367.11,1768.75,368.2781982421875,452.02496337890625
290,369.31,1766.99,367.89459228515625,453.82257080078125
291,367.11,1768.75,368.1801452636719,451.3377685546875
292,365.27,1785.83,368.2781982421875,452.02496337890625
291,367.11,1768.75,367.89459228515625,453.8225402832031
292,365.27,1785.83,368.1801452636719,451.3377685546875
293,365.58,1794.49,368.2781982421875,452.02496337890625
292,365.27,1785.83,367.89459228515625,453.8225402832031
293,365.58,1794.49,368.1801452636719,451.3377685546875
294,366.97,1796.6,368.2781982421875,452.02496337890625
293,365.58,1794.49,367.89459228515625,453.8225402832031
294,366.97,1796.6,368.1801452636719,451.3377685546875
295,368.51,1801.84,368.2781982421875,452.02496337890625
294,366.97,1796.6,367.89459228515625,453.82257080078125
295,368.51,1801.84,368.1801452636719,451.3377990722656
296,369.76,1802.11,368.2781982421875,452.02496337890625
295,368.51,1801.84,367.89459228515625,453.82257080078125
296,369.76,1802.11,368.1801452636719,451.3377685546875
297,370.28,1793.95,368.2781982421875,452.02496337890625
296,369.76,1802.11,367.89459228515625,453.82257080078125
297,370.28,1793.95,368.1801452636719,451.3377685546875
298,371.0,1791.85,368.2781982421875,452.02496337890625
297,370.28,1793.95,367.89459228515625,453.82257080078125
298,371.0,1791.85,368.1801452636719,451.3377990722656
299,371.96,1786.88,368.2782287597656,452.02496337890625
298,371.0,1791.85,367.89459228515625,453.82257080078125
299,371.96,1786.88,368.1801452636719,451.3377990722656
300,372.05,1773.99,368.2782287597656,452.02496337890625
299,371.96,1786.88,367.8946228027344,453.82257080078125
300,372.05,1773.99,368.1801452636719,451.3377990722656
301,371.52,1772.28,368.27825927734375,452.02496337890625
300,372.05,1773.99,367.89459228515625,453.82257080078125
301,371.52,1772.28,368.1801452636719,451.3377990722656
302,370.2,1769.45,368.2782287597656,452.02496337890625
301,371.52,1772.28,367.8946228027344,453.82257080078125
302,370.2,1769.45,368.1801452636719,451.3377990722656
303,368.23,1762.16,368.27825927734375,452.02496337890625
302,370.2,1769.45,367.89459228515625,453.82257080078125
303,368.23,1762.16,368.1801452636719,451.3377990722656
304,367.01,1773.82,368.2782287597656,452.02496337890625
303,368.23,1762.16,367.89459228515625,453.82257080078125
304,367.01,1773.82,368.1801452636719,451.3377990722656
305,367.26,1796.99,368.2782287597656,452.02496337890625
304,367.01,1773.82,367.89459228515625,453.82257080078125
305,367.26,1796.99,368.1801452636719,451.3377685546875
306,368.51,1798.8,368.2782287597656,452.02496337890625
305,367.26,1796.99,367.89459228515625,453.82257080078125
306,368.51,1798.8,368.1801452636719,451.3377990722656
307,369.75,1790.71,368.2782287597656,452.02496337890625
306,368.51,1798.8,367.89459228515625,453.82257080078125
307,369.75,1790.71,368.1801452636719,451.3377990722656
308,370.88,1789.21,368.27825927734375,452.02496337890625
307,369.75,1790.71,367.89459228515625,453.82257080078125
308,370.88,1789.21,368.1801452636719,451.3377990722656
309,371.98,1793.45,368.2782287597656,452.02496337890625
308,370.88,1789.21,367.8946228027344,453.82257080078125
309,371.98,1793.45,368.1801452636719,451.3377990722656
310,373.0,1800.97,368.27825927734375,452.02496337890625
309,371.98,1793.45,367.8946228027344,453.82257080078125
310,373.0,1800.97,368.1801452636719,451.3377990722656
311,373.86,1797.34,368.27825927734375,452.02496337890625
310,373.0,1800.97,367.8946228027344,453.8226013183594
311,373.86,1797.34,368.1801452636719,451.3377990722656
312,374.36,1783.26,368.27825927734375,452.02496337890625
311,373.86,1797.34,367.8946228027344,453.8226013183594
312,374.36,1783.26,368.18017578125,451.3377990722656
313,373.54,1773.29,368.27825927734375,452.0249938964844
312,374.36,1783.26,367.8946228027344,453.8226013183594
313,373.54,1773.29,368.18017578125,451.3377990722656
314,371.51,1769.24,368.27825927734375,452.02496337890625
313,373.54,1773.29,367.89459228515625,453.8226013183594
314,371.51,1769.24,368.18017578125,451.3377990722656
315,369.57,1764.75,368.27825927734375,452.0249938964844
314,371.51,1769.24,367.8946228027344,453.82257080078125
315,369.57,1764.75,368.1801452636719,451.3377990722656
316,368.34,1779.84,368.27825927734375,452.02496337890625
315,369.57,1764.75,367.8946228027344,453.8226013183594
316,368.34,1779.84,368.1801452636719,451.3377990722656
317,368.6,1790.89,368.27825927734375,452.02496337890625
316,368.34,1779.84,367.89459228515625,453.82257080078125
317,368.6,1790.89,368.1801452636719,451.3377990722656
318,370.29,1793.11,368.2782287597656,452.02496337890625
317,368.6,1790.89,367.89459228515625,453.82257080078125
318,370.29,1793.11,368.1801452636719,451.3377990722656
319,371.59,1795.99,368.2782287597656,452.02496337890625
318,370.29,1793.11,367.8946228027344,453.8226013183594
319,371.59,1795.99,368.1801452636719,451.3377990722656
320,372.34,1787.42,368.27825927734375,452.02496337890625
319,371.59,1795.99,367.89459228515625,453.8226013183594
320,372.34,1787.42,368.18017578125,451.33782958984375
321,373.11,1782.97,368.27825927734375,452.02496337890625
320,372.34,1787.42,367.89459228515625,453.8226013183594
321,373.11,1782.97,368.18017578125,451.3377990722656
322,374.08,1786.07,368.27825927734375,452.0249938964844
321,373.11,1782.97,367.89459228515625,453.8226013183594
322,374.08,1786.07,368.1801452636719,451.3377990722656
323,374.96,1781.93,368.27825927734375,452.02496337890625
322,374.08,1786.07,367.89459228515625,453.8226013183594
323,374.96,1781.93,368.1801452636719,451.3377990722656
324,375.68,1778.42,368.27825927734375,452.02496337890625
323,374.96,1781.93,367.89459228515625,453.8226013183594
324,375.68,1778.42,368.18017578125,451.3377990722656
325,375.72,1774.51,368.27825927734375,452.0249938964844
324,375.68,1778.42,367.8946228027344,453.8226013183594
325,375.72,1774.51,368.18017578125,451.3377990722656
326,374.04,1766.39,368.27825927734375,452.0249938964844
325,375.72,1774.51,367.8946228027344,453.8226013183594
326,374.04,1766.39,368.18017578125,451.3377990722656
327,371.36,1766.17,368.27825927734375,452.0249938964844
326,374.04,1766.39,367.89459228515625,453.8226013183594
327,371.36,1766.17,368.18017578125,451.3377990722656
328,369.89,1780.36,368.27825927734375,452.0249938964844
327,371.36,1766.17,367.89459228515625,453.8226013183594
328,369.89,1780.36,368.18017578125,451.3377990722656
329,370.62,1795.44,368.27825927734375,452.0249938964844
328,369.89,1780.36,367.89459228515625,453.82257080078125
329,370.62,1795.44,368.1801452636719,451.3377990722656
330,372.57,1801.23,368.27825927734375,452.02496337890625
329,370.62,1795.44,367.8946228027344,453.8226013183594
330,372.57,1801.23,368.1801452636719,451.3377990722656
331,373.82,1792.55,368.27825927734375,452.0249938964844
330,372.57,1801.23,367.89459228515625,453.8226013183594
331,373.82,1792.55,368.18017578125,451.3377990722656
332,374.8,1785.95,368.27825927734375,452.0249938964844
331,373.82,1792.55,367.89459228515625,453.8226013183594
332,374.8,1785.95,368.18017578125,451.3377990722656
333,375.94,1791.85,368.27825927734375,452.0249938964844
332,374.8,1785.95,367.89459228515625,453.8226013183594
333,375.94,1791.85,368.18017578125,451.3377990722656
334,376.99,1796.83,368.27825927734375,452.0249938964844
333,375.94,1791.85,367.89459228515625,453.8226013183594
334,376.99,1796.83,368.18017578125,451.3377990722656
335,378.26,1794.94,368.27825927734375,452.0249938964844
334,376.99,1796.83,367.8946228027344,453.8226013183594
335,378.26,1794.94,368.18017578125,451.33782958984375
336,379.06,1786.99,368.27825927734375,452.0249938964844
335,378.26,1794.94,367.8946533203125,453.8226013183594
336,379.06,1786.99,368.18017578125,451.33782958984375
337,378.44,1790.5,368.27825927734375,452.0249938964844
336,379.06,1786.99,367.8946228027344,453.8226013183594
337,378.44,1790.5,368.18017578125,451.33782958984375
338,376.7,1785.3,368.27825927734375,452.0249938964844
337,378.44,1790.5,367.8946228027344,453.8226013183594
338,376.7,1785.3,368.1802062988281,451.33782958984375
339,374.71,1773.13,368.27825927734375,452.0249938964844
338,376.7,1785.3,367.8946228027344,453.8226013183594
339,374.71,1773.13,368.1802062988281,451.33782958984375
340,373.13,1788.17,368.27825927734375,452.0249938964844
339,374.71,1773.13,367.8946533203125,453.8226013183594
340,373.13,1788.17,368.18017578125,451.33782958984375
341,373.31,1806.06,368.27825927734375,452.0249938964844
340,373.13,1788.17,367.8946228027344,453.8226013183594
341,373.31,1806.06,368.18017578125,451.3377990722656
342,375.03,1807.69,368.27825927734375,452.0249938964844
341,373.31,1806.06,367.8946228027344,453.8226013183594
342,375.03,1807.69,368.18017578125,451.3377990722656
343,376.21,1794.48,368.27825927734375,452.0249938964844
342,375.03,1807.69,367.8946228027344,453.8226013183594
343,376.21,1794.48,368.1802062988281,451.33782958984375
344,377.02,1789.81,368.27825927734375,452.0249938964844
343,376.21,1794.48,367.8946228027344,453.8226318359375
344,377.02,1789.81,368.18017578125,451.3378601074219
345,377.99,1798.0,368.27825927734375,452.0249938964844
344,377.02,1789.81,367.8946533203125,453.8226013183594
345,377.99,1798.0,368.1802062988281,451.3378601074219
346,379.63,1806.85,368.27825927734375,452.0249938964844
345,377.99,1798.0,367.8946533203125,453.8226013183594
346,379.63,1806.85,368.1802062988281,451.33782958984375
347,380.91,1805.5,368.27825927734375,452.0249938964844
346,379.63,1806.85,367.8946533203125,453.8226318359375
347,380.91,1805.5,368.1802062988281,451.3378601074219
348,380.94,1787.84,368.27825927734375,452.0249938964844
347,380.91,1805.5,367.8946533203125,453.8226318359375
348,380.94,1787.84,368.1802062988281,451.3378601074219
349,379.77,1779.75,368.2783203125,452.0249938964844
348,380.94,1787.84,367.8946533203125,453.8226318359375
349,379.77,1779.75,368.1802062988281,451.3378601074219
350,377.51,1774.58,368.2782897949219,452.0249938964844
349,379.77,1779.75,367.8946533203125,453.8226318359375
