,co2_mean,ch4_mean,sf6_mean,co2_mean_fit,ch4_mean_fit,sf6_mean_fit
29,332.31,1662.6615385191471,-1.4489557746402681,50.43928146362305,53.01828384399414,2.703450918197632
30,330.66,1661.9531128742237,-1.4945232412396194,52.09950637817383,52.238136291503906,2.7274463176727295
29,332.31,1662.6615385191471,-1.4489557746402681,54.46914291381836,52.625335693359375,2.693030595779419
30,330.66,1661.9531128742237,-1.4945232412396194,50.441429138183594,53.02067947387695,2.703897476196289
31,330.55,1669.8541696166067,-1.3821559095225098,52.10195541381836,52.24055862426758,2.727861166000366
30,330.66,1661.9531128742237,-1.4945232412396194,54.47087097167969,52.626949310302734,2.693148612976074
31,330.55,1669.8541696166067,-1.3821559095225098,50.44316101074219,53.0225944519043,2.7040727138519287
32,331.73,1678.7563208550637,-1.343992338845709,52.10384750366211,52.242488861083984,2.7281038761138916
31,330.55,1669.8541696166067,-1.3821559095225098,54.47163391113281,52.62765884399414,2.6931087970733643
32,331.73,1678.7563208550637,-1.343992338845709,50.44395065307617,53.023441314697266,2.7040622234344482
33,333.75,1678.6896754814225,-1.46065957393688,52.104679107666016,52.24333953857422,2.7281334400177
32,331.73,1678.7563208550637,-1.343992338845709,54.474212646484375,52.630088806152344,2.693798065185547
33,333.75,1678.6896754814225,-1.46065957393688,50.44621658325195,53.02585983276367,2.7047665119171143
34,335.17,1669.4946827225576,-1.5241156680337156,52.10725784301758,52.24591064453125,2.728645086288452
33,333.75,1678.6896754814225,-1.46065957393688,54.47614669799805,52.63189697265625,2.6945502758026123
34,335.17,1669.4946827225576,-1.5241156680337156,50.44775390625,53.027523040771484,2.7054295539855957
35,335.78,1676.0077959714981,-1.4358177784168902,52.10908889770508,52.24769592285156,2.729063034057617
34,335.17,1669.4946827225576,-1.5241156680337156,54.474674224853516,52.63051223754883,2.694526195526123
35,335.78,1676.0077959714981,-1.4358177784168902,50.44623565673828,53.02591323852539,2.7052342891693115
36,336.7,1673.4189121883828,-1.4567333411115442,52.10746765136719,52.246002197265625,2.728839159011841
35,335.78,1676.0077959714981,-1.4358177784168902,54.47095489501953,52.62700653076172,2.693715810775757
36,336.7,1673.4189121883828,-1.4567333411115442,50.44288635253906,53.02232360839844,2.704396963119507
37,337.77,1671.6304158587518,-1.409059249139915,52.10368728637695,52.24223327636719,2.728210210800171
36,336.7,1673.4189121883828,-1.4567333411115442,54.47264099121094,52.62858581542969,2.69427227973938
37,337.77,1671.6304158587518,-1.409059249139915,50.444305419921875,53.02382278442383,2.704955816268921
38,338.02,1661.5430070310322,-1.3060236602487976,52.10533905029297,52.243865966796875,2.7285826206207275
37,337.77,1671.6304158587518,-1.409059249139915,54.47122573852539,52.62727355957031,2.6940362453460693
38,338.02,1661.5430070310322,-1.3060236602487976,50.442996978759766,53.022422790527344,2.7046914100646973
39,337.57,1662.0764470219874,-1.2971208412757846,52.103878021240234,52.24238967895508,2.7283613681793213
38,338.02,1661.5430070310322,-1.3060236602487976,54.4701042175293,52.62621307373047,2.69386625289917
39,337.57,1662.0764470219874,-1.2971208412757846,50.441959381103516,53.021244049072266,2.704554557800293
40,336.17,1662.837704891761,-1.2787321947573105,52.10268783569336,52.24124526977539,2.728224992752075
39,337.57,1662.0764470219874,-1.2971208412757846,54.46713638305664,52.623443603515625,2.692974805831909
40,336.17,1662.837704891761,-1.2787321947573105,50.43946838378906,53.01847839355469,2.7038676738739014
41,333.89,1663.631107290188,-1.259843801606877,52.09979248046875,52.238407135009766,2.7277538776397705
40,336.17,1662.837704891761,-1.2787321947573105,54.467620849609375,52.623897552490234,2.6930294036865234
41,333.89,1663.631107290188,-1.259843801606877,50.439937591552734,53.01898193359375,2.70393967628479
42,332.18,1671.6679291562687,-1.2456350027740086,52.10030746459961,52.23894119262695,2.727825164794922
41,333.89,1663.631107290188,-1.259843801606877,54.46877670288086,52.624977111816406,2.6931138038635254
42,332.18,1671.6679291562687,-1.2456350027740086,50.44108581542969,53.020263671875,2.7040653228759766
43,332.2,1673.3209456397526,-1.2478799270753598,52.101566314697266,52.24021530151367,2.7279903888702393
42,332.18,1671.6679291562687,-1.2456350027740086,54.47042465209961,52.62650680541992,2.6932060718536377
43,332.2,1673.3209456397526,-1.2478799270753598,50.44272994995117,53.02207565307617,2.704214334487915
44,333.25,1682.6008983232387,-1.207951211587158,52.10336685180664,52.242027282714844,2.72821044921875
43,332.2,1673.3209456397526,-1.2478799270753598,54.473793029785156,52.629638671875,2.6939234733581543
44,333.25,1682.6008983232387,-1.207951211587158,50.445762634277344,53.025413513183594,2.704885721206665
45,334.64,1688.1976853795422,-1.2592871814722457,52.106807708740234,52.24544906616211,2.728757858276367
44,333.25,1682.6008983232387,-1.207951211587158,54.474220275878906,52.63005065917969,2.694065570831299
45,334.64,1688.1976853795422,-1.2592871814722457,50.44613265991211,53.02583312988281,2.7049994468688965
46,336.12,1682.8661635690369,-1.2722684549676728,52.107242584228516,52.245872497558594,2.7288429737091064
45,334.64,1688.1976853795422,-1.2592871814722457,54.47625732421875,52.63195037841797,2.694847345352173
46,336.12,1682.8661635690369,-1.2722684549676728,50.44777297973633,53.02763748168945,2.7056736946105957
47,337.21,1680.7722180424898,-1.180517088833085,52.10920715332031,52.247764587402344,2.7292916774749756
46,336.12,1682.8661635690369,-1.2722684549676728,54.47685623168945,52.632503509521484,2.695305347442627
47,337.21,1680.7722180424898,-1.180517088833085,50.44810104370117,53.028018951416016,2.705986738204956
48,338.51,1677.9046778224438,-1.159129713068694,52.10968017578125,52.248172760009766,2.729447841644287
47,337.21,1680.7722180424898,-1.180517088833085,54.47443389892578,52.6302375793457,2.6948418617248535
48,338.51,1677.9046778224438,-1.159129713068694,50.445892333984375,53.0256233215332,2.705515146255493
49,339.01,1676.8834035243199,-1.0794693298432207,52.107181549072266,52.24570083618164,2.7290685176849365
48,338.51,1677.9046778224438,-1.159129713068694,54.47335433959961,52.62922668457031,2.6946516036987305
49,339.01,1676.8834035243199,-1.0794693298432207,50.444923400878906,53.024505615234375,2.705404043197632
50,338.93,1667.7160590749336,-1.0627191454919966,52.10607147216797,52.24460983276367,2.728959560394287
49,339.01,1676.8834035243199,-1.0794693298432207,54.471763610839844,52.627742767333984,2.6943914890289307
50,338.93,1667.7160590749336,-1.0627191454919966,50.443443298339844,53.02285385131836,2.705162763595581
51,338.97,1665.3781906125441,-1.0396197265571914,52.104400634765625,52.24295425415039,2.728731155395508
50,338.93,1667.7160590749336,-1.0627191454919966,54.471309661865234,52.627323150634766,2.6942965984344482
51,338.97,1665.3781906125441,-1.0396197265571914,50.443050384521484,53.02238845825195,2.7051408290863037
52,337.78,1663.2868997428159,-1.0337812677972522,52.103946685791016,52.242530822753906,2.728708028793335
51,338.97,1665.3781906125441,-1.0396197265571914,54.46870040893555,52.624874114990234,2.6934974193573
52,337.78,1663.2868997428159,-1.0337812677972522,50.44085693359375,53.01997375488281,2.7044639587402344
53,335.57,1666.6557643337437,-0.9974543946458425,52.10138702392578,52.24002456665039,2.728241205215454
52,337.78,1663.2868997428159,-1.0337812677972522,54.46800994873047,52.624229431152344,2.6932883262634277
53,335.57,1666.6557643337437,-0.9974543946458425,50.44026565551758,53.01933288574219,2.7043018341064453
54,333.94,1670.254907850067,-1.0028412223186933,52.100704193115234,52.23936080932617,2.728132486343384
53,335.57,1666.6557643337437,-0.9974543946458425,54.468116760253906,52.62432861328125,2.693115472793579
54,333.94,1670.254907850067,-1.0028412223186933,50.44049835205078,53.01959991455078,2.7041826248168945
55,334.41,1671.776638342737,-0.9759524529538339,52.10091781616211,52.23959732055664,2.7281157970428467
54,333.94,1670.254907850067,-1.0028412223186933,54.47053146362305,52.6265754699707,2.693434953689575
55,334.41,1671.776638342737,-0.9759524529538339,50.44280242919922,53.02214813232422,2.704542398452759
56,335.66,1680.298376204446,-0.9388881678675034,52.10348129272461,52.24216842651367,2.7284834384918213
55,334.41,1671.776638342737,-0.9759524529538339,54.47251892089844,52.6284294128418,2.6937639713287354
56,335.66,1680.298376204446,-0.9388881678675034,50.44465255737305,53.02418899536133,2.7048559188842773
57,336.81,1682.2191396597264,-0.9322398774468468,52.105552673339844,52.244239807128906,2.7287747859954834
56,335.66,1680.298376204446,-0.9388881678675034,54.472694396972656,52.62859344482422,2.69389009475708
57,336.81,1682.2191396597264,-0.9322398774468468,50.44477462768555,53.02432632446289,2.704965353012085
58,338.92,1688.2146506669742,-0.9162617035032383,52.105716705322266,52.244388580322266,2.7288496494293213
57,336.81,1682.2191396597264,-0.9322398774468468,54.47452163696289,52.63030242919922,2.6946184635162354
58,338.92,1688.2146506669742,-0.9162617035032383,50.44620895385742,53.0258674621582,2.7056057453155518
59,340.3,1681.0771076384553,-0.8838963501119679,52.1074333190918,52.24604415893555,2.7292444705963135
58,338.92,1688.2146506669742,-0.9162617035032383,54.47438049316406,52.63018035888672,2.694772958755493
59,340.3,1681.0771076384553,-0.8838963501119679,50.44598388671875,53.02561569213867,2.7057137489318848
60,341.47,1677.692510928253,-0.8924254637820752,52.10721969604492,52.24581527709961,2.729274272918701
59,340.3,1681.0771076384553,-0.8838963501119679,54.47469711303711,52.63045120239258,2.6952555179595947
60,341.47,1677.692510928253,-0.8924254637820752,50.446041107177734,53.02569580078125,2.7060654163360596
61,342.89,1670.186779744843,-0.8565745937418683,52.10739517211914,52.24592971801758,2.729456901550293
60,341.47,1677.692510928253,-0.8924254637820752,54.47188186645508,52.62782287597656,2.6946327686309814
61,342.89,1670.186779744843,-0.8565745937418683,50.44352340698242,53.02290725708008,2.7055153846740723
62,342.91,1670.4987506292891,-0.8142225538767605,52.104522705078125,52.24309539794922,2.729013204574585
61,342.89,1670.186779744843,-0.8565745937418683,54.470088958740234,52.62614822387695,2.694323778152466
62,342.91,1670.4987506292891,-0.8142225538767605,50.44186782836914,53.02109909057617,2.705195665359497
63,341.74,1669.540703250219,-0.7640612410370125,52.102657318115234,52.24123764038086,2.7287395000457764
62,342.91,1670.4987506292891,-0.8142225538767605,54.46696472167969,52.62322998046875,2.6936469078063965
63,341.74,1669.540703250219,-0.7640612410370125,50.43906784057617,53.018001556396484,2.704603433609009
64,339.16,1669.7356058588557,-0.7491026067724817,52.099483489990234,52.23810958862305,2.7282540798187256
63,341.74,1669.540703250219,-0.7640612410370125,54.46714401245117,52.62339401245117,2.6936750411987305
64,339.16,1669.7356058588557,-0.7491026067724817,50.43924331665039,53.01817321777344,2.7046682834625244
65,337.04,1676.2507299992358,-0.7538254795984756,52.09967041015625,52.238311767578125,2.7283074855804443
64,339.16,1669.7356058588557,-0.7491026067724817,54.46775436401367,52.62396240234375,2.6936066150665283
65,337.04,1676.2507299992358,-0.7538254795984756,50.43992233276367,53.0189094543457,2.7046902179718018
66,336.6,1674.4368146795678,-0.7175360967010818,52.10038757324219,52.239044189453125,2.728396415710449
65,337.04,1676.2507299992358,-0.7538254795984756,54.46950912475586,52.6255989074707,2.6936538219451904
66,336.6,1674.4368146795678,-0.7175360967010818,50.44169998168945,53.0208854675293,2.70481014251709
67,336.6,1678.0054932744824,-0.7538444528703394,52.10231399536133,52.24100875854492,2.7286150455474854
66,336.6,1674.4368146795678,-0.7175360967010818,54.47270584106445,52.62859344482422,2.6942431926727295
67,336.6,1678.0054932744824,-0.7538444528703394,50.44462966918945,53.02412796020508,2.7053658962249756
68,337.55,1679.9007063368044,-0.7167655321600819,52.10562515258789,52.24430465698242,2.729100227355957
67,336.6,1678.0054932744824,-0.7538444528703394,54.47246170043945,52.628353118896484,2.6940860748291016
68,337.55,1679.9007063368044,-0.7167655321600819,50.44449234008789,53.02396774291992,2.7052648067474365
69,339.17,1690.3319310298612,-0.640635662086936,52.105438232421875,52.24412536621094,2.7290635108947754
68,337.55,1679.9007063368044,-0.7167655321600819,54.473411560058594,52.62924575805664,2.694396495819092
69,339.17,1690.3319310298612,-0.640635662086936,50.445289611816406,53.02486801147461,2.7054946422576904
70,340.45,1681.7269494832217,-0.7038813363391228,52.10637283325195,52.24502944946289,2.729222297668457
69,339.17,1690.3319310298612,-0.640635662086936,54.47346115112305,52.62928771972656,2.694551944732666
70,340.45,1681.7269494832217,-0.7038813363391228,50.445247650146484,53.02481460571289,2.705636739730835
71,341.48,1687.2637763004532,-0.680325576022085,52.10636520385742,52.24501419067383,2.729290723800659
70,340.45,1681.7269494832217,-0.7038813363391228,54.475563049316406,52.631248474121094,2.695424795150757
71,341.48,1687.2637763004532,-0.680325576022085,50.446903228759766,53.02656936645508,2.706422805786133
72,342.42,1681.987269277226,-0.6738910888582836,52.10833740234375,52.2469367980957,2.729780912399292
71,341.48,1687.2637763004532,-0.680325576022085,54.47214889526367,52.6280517578125,2.6946773529052734
72,342.42,1681.987269277226,-0.6738910888582836,50.44384002685547,53.02328109741211,2.705657482147217
73,343.46,1681.2555905298213,-0.6244175427804635,52.10487365722656,52.24348449707031,2.72920298576355
72,342.42,1681.987269277226,-0.6738910888582836,54.47305679321289,52.6288948059082,2.6951379776000977
73,343.46,1681.2555905298213,-0.6244175427804635,50.444522857666016,53.024024963378906,2.706038475036621
74,343.7,1688.5217647463724,-0.23374851077673497,52.105709075927734,52.24428176879883,2.7294375896453857
73,343.46,1681.2555905298213,-0.6244175427804635,54.470977783203125,52.6269416809082,2.6946754455566406
74,343.7,1688.5217647463724,-0.23374851077673497,50.44264602661133,53.021949768066406,2.7056190967559814
75,342.48,1674.0543522209555,-0.5147420212194618,52.10358428955078,52.242164611816406,2.729097366333008
74,343.7,1688.5217647463724,-0.23374851077673497,54.47015380859375,52.62617874145508,2.6945981979370117
75,342.48,1674.0543522209555,-0.5147420212194618,50.44186782836914,53.02106475830078,2.7055656909942627
76,340.53,1675.124315910958,-0.45490179652693996,52.10271453857422,52.241310119628906,2.7290220260620117
75,342.48,1674.0543522209555,-0.5147420212194618,54.472965240478516,52.62882614135742,2.6952221393585205
76,340.53,1675.124315910958,-0.45490179652693996,50.44447708129883,53.023677825927734,2.7065024375915527
77,338.8,1674.6657562050532,-0.46566312884297645,52.105587005615234,52.2442741394043,2.7297089099884033
76,340.53,1675.124315910958,-0.45490179652693996,54.46889877319336,52.624996185302734,2.693978786468506
77,338.8,1674.6657562050532,-0.46566312884297645,50.44095993041992,53.020057678222656,2.7051541805267334
78,337.48,1679.4245724599896,-0.46195231952046356,52.101585388183594,52.24024963378906,2.7288129329681396
77,338.8,1674.6657562050532,-0.46566312884297645,54.47059631347656,52.626590728759766,2.6940948963165283
78,337.48,1679.4245724599896,-0.46195231952046356,50.44264602661133,53.021873474121094,2.7053704261779785
79,337.64,1687.1115722981485,-0.43689328691635865,52.103424072265625,52.24213409423828,2.7290594577789307
78,337.48,1679.4245724599896,-0.46195231952046356,54.471431732177734,52.62736511230469,2.6940667629241943
79,337.64,1687.1115722981485,-0.43689328691635865,50.443538665771484,53.02289581298828,2.705364942550659
80,339.0,1685.195219906287,-0.4384207554481634,52.10438537597656,52.24311065673828,2.7291452884674072
79,337.64,1687.1115722981485,-0.43689328691635865,54.47356414794922,52.629356384277344,2.6944899559020996
80,339.0,1685.195219906287,-0.4384207554481634,50.44548797607422,53.025054931640625,2.7057530879974365
81,340.32,1690.5371550914715,-0.4001295011563286,52.10658645629883,52.24530029296875,2.729480266571045
80,339.0,1685.195219906287,-0.4384207554481634,54.475677490234375,52.6313362121582,2.695148229598999
81,340.32,1690.5371550914715,-0.4001295011563286,50.44728088378906,53.02702331542969,2.706331968307495
82,341.21,1686.573509770169,-0.41238040748464755,52.10868453979492,52.24734115600586,2.729886293411255
81,340.32,1690.5371550914715,-0.4001295011563286,54.47434997558594,52.63008499145508,2.694974660873413
82,341.21,1686.573509770169,-0.41238040748464755,50.44601821899414,53.025630950927734,2.7061455249786377
83,342.1,1698.287207180976,-0.3666185900008827,52.107261657714844,52.24592971801758,2.729705333709717
82,341.21,1686.573509770169,-0.41238040748464755,54.47512435913086,52.630821228027344,2.6954188346862793
83,342.1,1698.287207180976,-0.3666185900008827,50.44656753540039,53.026206970214844,2.706533432006836
84,343.13,1688.8061485902654,-0.3170524993870174,52.10795593261719,52.24658966064453,2.7299251556396484
83,342.1,1698.287207180976,-0.3666185900008827,54.473388671875,52.62917709350586,2.6950719356536865
84,343.13,1688.8061485902654,-0.3170524993870174,50.444984436035156,53.02450942993164,2.7061808109283447
85,343.92,1685.7733845684998,-0.2874697360677203,52.1061897277832,52.24481964111328,2.7296576499938965
84,343.13,1688.8061485902654,-0.3170524993870174,54.47610855102539,52.631717681884766,2.696049690246582
85,343.92,1685.7733845684998,-0.2874697360677203,50.447227478027344,53.02695846557617,2.7070322036743164
86,343.86,1679.1078965872803,-0.2774829133579715,52.10883712768555,52.247398376464844,2.7302331924438477
85,343.92,1685.7733845684998,-0.2874697360677203,54.47294998168945,52.62876510620117,2.6952388286590576
86,343.86,1679.1078965872803,-0.2774829133579715,50.444461822509766,53.023895263671875,2.7063486576080322
87,342.96,1675.3037675521555,-0.20800435599716138,52.10564422607422,52.24427795410156,2.729719400405884
86,343.86,1679.1078965872803,-0.2774829133579715,54.47163772583008,52.62752914428711,2.694969892501831
87,342.96,1675.3037675521555,-0.20800435599716138,50.44327926635742,53.0225715637207,2.7061214447021484
88,341.55,1676.35304699494,-0.20620945052311868,52.10429000854492,52.24293899536133,2.7295291423797607
87,342.96,1675.3037675521555,-0.20800435599716138,54.46976852416992,52.62577819824219,2.694392204284668
88,341.55,1676.35304699494,-0.20620945052311868,50.44169235229492,53.02083206176758,2.7056398391723633
89,339.34,1678.6885482365324,-0.16957168896610142,52.10245895385742,52.24113845825195,2.729191303253174
88,341.55,1676.35304699494,-0.20620945052311868,54.469303131103516,52.62535095214844,2.694063901901245
89,339.34,1678.6885482365324,-0.16957168896610142,50.441444396972656,53.020545959472656,2.7054381370544434
90,337.41,1686.402817064285,-0.18364136932467545,52.10209655761719,52.2408332824707,2.7291159629821777
89,339.34,1678.6885482365324,-0.16957168896610142,54.47047805786133,52.62643814086914,2.6941683292388916
90,337.41,1686.402817064285,-0.18364136932467545,50.442588806152344,53.021820068359375,2.7055575847625732
91,337.73,1689.9238378972877,-0.1640119343100821,52.10336685180664,52.24211120605469,2.7292721271514893
90,337.41,1686.402817064285,-0.18364136932467545,54.47245788574219,52.62828063964844,2.6943845748901367
91,337.73,1689.9238378972877,-0.1640119343100821,50.44452667236328,53.02397918701172,2.705808639526367
92,339.13,1692.3034796861684,-0.12997412953933463,52.10550308227539,52.244258880615234,2.729567050933838
91,337.73,1689.9238378972877,-0.1640119343100821,54.47574234008789,52.63135528564453,2.6950643062591553
92,339.13,1692.3034796861684,-0.12997412953933463,50.4474983215332,53.027252197265625,2.7064201831817627
93,340.75,1696.1393830945817,-0.18069673425259225,52.10886764526367,52.24761199951172,2.73006534576416
92,339.13,1692.3034796861684,-0.12997412953933463,54.47661209106445,52.632179260253906,2.695363998413086
93,340.75,1696.1393830945817,-0.18069673425259225,50.448204040527344,53.02802658081055,2.7066919803619385
94,342.05,1689.2448875452683,-0.18947757765727147,52.10970687866211,52.24843215942383,2.730241537094116
93,340.75,1696.1393830945817,-0.18069673425259225,54.47653579711914,52.6320915222168,2.695556879043579
94,342.05,1689.2448875452683,-0.18947757765727147,50.44801712036133,53.027801513671875,2.706850290298462
95,342.46,1691.395663157913,-0.1876484711825981,52.10953903198242,52.24824142456055,2.7303099632263184
